brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_c
Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,125.4,6,4,4,4
Google,Pixel,2770,5.0,Yes,1080,1920,4,4000,32.0,12.3,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,267.59,3,3,4,4
Karbonn,Titanium 3-D Plex,2300,5.0,Yes,480,854,1,512,4.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99,1,2,4,3
Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,No,No,54.38,1,2,3,2
Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,71.99,6,4,5,5
Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.6,5,5,5,7
Lava,A97,2350,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.0,2,1,4,3
Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,6,4,5,6
Micromax,Canvas 5 Lite,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,3,3,4,2
Panasonic,P77,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,83.88,2,1,4,2
Lava,A56,1850,5.0,Yes,480,854,2,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,No,No,27.59,1,2,4,2
Lava,X28,2600,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,76.8,2,1,5,4
Micromax,Bolt Q326+,1400,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,38.34,2,1,2,1
HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,192.0,3,3,5,4
Samsung,Galaxy J5 Prime,2400,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,149.99,3,3,4,3
Videocon,Cube 3,3000,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.0,3,3,4,5
Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,52.0,2,1,5,3
Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,3,3,5,5
Lenovo,A6600 Plus,2300,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,87.6,3,3,4,3
Lenovo,A6600,2300,5.0,Yes,720,1280,4,1000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.4,2,1,4,3
Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,33.59,2,1,3,2
Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,Yes,203.88,3,3,2,2
Xolo,Era 1X,2500,5.0,Yes,1280,720,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,61.79,2,1,4,4
Intex,Aqua Costa,2200,5.0,Yes,480,854,4,2000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,3,3,4,3
Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,32.4,2,1,3,2
Lyf,Water 10,2300,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.72,6,4,4,3
Vivo,Y21L,2000,4.5,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.2,2,1,3,2
Intex,Cloud Tread,2200,5.0,Yes,720,1280,6,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,51.59,3,3,4,3
InFocus,Bingo 50+,2600,5.5,Yes,1280,720,4,3000,16.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,77.99,3,3,5,4
Samsung,Z2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,43.19,2,1,2,1
Yu,reka S,3000,5.2,Yes,1080,1920,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,3,3,4,5
Yu,nique Plus,2000,4.7,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,74.39,3,3,3,2
Celkon,Millennia Ufeel,2000,5.0,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,47.99,2,1,4,2
Intex,Aqua Eco 4G,1400,4.0,No,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,47.88,2,1,2,1
Intex,Aqua Viturbo,2000,4.0,No,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,1,No,No,59.99,2,1,2,2
Lyf,Wind 7,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,3,3,4,3
Lyf,Flame 7,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,29.99,2,1,2,2
Intex,Aqua Music,3400,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,3,5,6
Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,2,1,3,2
Lyf,Flame 8,2000,4.5,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,30.54,2,1,3,2
Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,5,5
Micromax,Unite 4 Plus,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.98,3,3,4,4
Swipe,Konnect Plus,3000,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,35.88,3,3,4,5
Lava,X38,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.39,2,1,4,7
Lyf,Wind 2,2850,6.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,3,3,6,5
Intex,Aqua Strong 5.1,2800,5.0,Yes,480,854,1,1000,8.0,5.0,2.0,Android,No,Yes,Yes,2,Yes,Yes,55.2,1,2,4,5
Lenovo,Vibe K5 Note,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.88,6,4,5,6
Panasonic,Eluga Arc 2,2450,5.0,Yes,720,1280,4,3000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,3,3,4,4
Panasonic,T44 Lite,2400,4.0,Yes,800,480,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,26.28,2,1,2,3
Intex,Cloud String v2.0,2200,5.0,Yes,1280,720,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,77.99,3,3,4,3
Lyf,Water 8,2600,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.8,6,4,4,4
Karbonn,Fashion Eye,2000,5.0,No,1280,720,4,1000,8.0,8.0,3.2,Android,Yes,Yes,No,2,Yes,No,39.35,2,1,4,2
Samsung,Galaxy J2 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,125.76,3,3,4,4
InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,6,4,5,4
Intex,Aqua Ring,2450,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.96,2,1,4,4
Lava,A32,1500,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,23.99,1,2,2,1
Lava,A68,1750,4.5,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,83.99,2,1,3,2
Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.86,2,1,3,2
Intex,Aqua Pride,2800,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.64,2,1,4,5
Lava,X17,2350,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,2,1,4,3
Lyf,Water 4,2920,5.0,Yes,720,1280,1,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,1,2,4,5
Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.88,3,3,4,7
Karbonn,Aura Power,4000,5.0,Yes,480,854,1,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.59,1,2,4,7
Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88,3,3,5,5
Samsung,Galaxy On5 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.76,3,3,4,4
Samsung,Galaxy J2 (2016),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.88,2,1,4,4
Intex,Aqua Power 4G,3800,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.94,2,1,4,7
Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,143.99,6,4,5,8
Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,6,4,5,5
TCL,560,2500,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.87,3,3,5,4
Karbonn,A91 Storm,2200,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,2,1,2,3
Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,5,5,4,5
iBall,Andi 5G Blink 4G,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.68,2,1,4,3
Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,251.99,3,3,5,5
Lyf,Earth 2,2500,5.0,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,6,4,4,4
Intex,Aqua Classic,2100,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.48,2,1,4,2
Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,88.67,2,1,5,4
Oppo,A37,2630,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.99,3,3,4,4
Intex,Aqua Sense 5.1,2500,5.0,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.9,2,1,4,4
Panasonic,P75,5000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,2,1,4,8
Xiaomi,Redmi 3S,4100,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,78.0,6,4,4,7
Intex,Aqua View,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.79,3,3,4,3
Lyf,Water 7,3000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5.93,6,4,5,5
Lyf,Wind 1,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.0,2,1,4,3
Panasonic,T44,2400,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,43.08,2,1,2,3
Panasonic,T30,1400,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,29.86,2,1,2,1
Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,3,3,7,7
Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,275.99,5,5,7,7
Lava,X81,2700,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,4,4
Lyf,Wind 5,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,100.79,2,1,4,2
Lava,X46,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,116.4,3,3,4,4
Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,2,1,3,2
Samsung,Galaxy J3 Pro,2600,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.59,3,3,4,4
Lyf,Flame 6,1750,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,23.99,2,1,2,2
Swipe,Elite Plus,3050,5.0,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,6,4,4,5
Lava,A82,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,107.99,2,1,4,2
Intex,Aqua Shine 4G,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,3,3,4,5
LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16.0,16.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,107.99,6,4,5,5
LG,X Power,4100,5.3,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,3,3,5,7
Lyf,Flame 4,1400,4.0,Yes,480,800,4,512,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,Yes,50.39,2,1,2,1
Zen,Admire SXY,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,31.67,2,1,3,2
Lava,A59,1750,4.5,Yes,480,800,4,512,4.0,5.0,0.3,Android,Yes,Yes,No,2,Yes,No,50.39,2,1,3,2
Lava,A48,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,28.79,2,1,2,1
Panasonic,Eluga A2,4000,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.16,3,3,4,7
Lava,A79,2200,5.5,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,50.4,2,1,5,3
Micromax,Canvas Selfie 4,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,71.64,2,1,4,4
Micromax,Bolt Selfie,1750,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.59,2,1,3,2
Intex,Cloud String HD,2200,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,2,1,4,3
Intex,Aqua Secure,1900,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.39,2,1,3,2
Motorola,Moto G4 Play,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88,3,3,4,5
Sony,Xperia XA Ultra,2700,6.0,Yes,1080,1920,8,3000,16.0,21.5,16.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99,6,4,6,4
Lenovo,Vibe C,2300,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,54.0,2,1,4,3
HTC,Desire 628 Dual SIM,2200,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.98,6,4,4,3
Lyf,Wind 4,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,2,1,4,7
Lyf,Flame 2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,2,1,2,1
Lava,A67,2000,5.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,40.79,2,1,4,2
Micromax,Canvas XP 4G,2000,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,No,No,No,2,Yes,Yes,55.14,3,3,4,2
Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,47.39,2,1,3,2
Intex,Aqua Joy,1450,4.0,Yes,480,800,4,512,4.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.99,2,1,2,1
HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,No,1,Yes,Yes,95.99,6,4,5,5
Micromax,Canvas Mega 2,3000,6.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.36,2,1,6,5
iBall,Andi 5N Dude,2000,5.0,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,2,1,4,2
Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,119.99,6,4,4,5
Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.59,3,3,5,4
Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.0,3,3,5,5
Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99,2,1,3,2
Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.0,2,1,3,1
ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,3,3,5,4
ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,6,4,5,5
LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,70.68,5,5,5,5
Nubia,Z11 mini,2800,5.0,Yes,1080,1920,8,3000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,6,5,4,5
Gionee,Pioneer P5W,2000,5.0,Yes,720,1280,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,57.6,2,1,4,2
Yu,reka Note,4000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,6,4,6,7
Videocon,Krypton V50DA,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,48.07,2,1,4,5
HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,117.01,6,4,4,5
Meizu,m3 note,4100,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,63.48,6,4,5,7
Reach,Opulent,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,32.28,2,1,4,4
Asus,Zenfone Go 5.0 LTE,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,3,3,4,4
Gionee,Pioneer P5 mini,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99,2,1,3,2
Samsung,Galaxy A9 Pro,5000,6.0,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.76,5,5,6,8
Intex,Cloud Gem+,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,26.39,2,1,2,1
Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,161.4,6,4,5,6
Samsung,Galaxy J5 (2016),3100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,3,3,4,5
Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.19,2,1,3,3
Reach,Cogent,2000,4.0,Yes,480,800,4,1000,8.0,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,26.4,2,1,2,2
Lava,V2s,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.0,3,3,4,4
Videocon,Krypton V50FG,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.2,3,3,4,3
Lava,A52,1200,4.0,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,1,2,2,1
Intex,Cloud Force,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,40.0,2,1,4,4
Intex,Aqua 4G Strong,1700,4.0,Yes,480,800,4,768,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,78.0,2,1,2,1
Lava,Flair S1,1750,4.5,Yes,480,854,2,512,8.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99,1,2,3,2
InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.88,2,1,3,3
Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,81.12,2,1,3,1
Intex,Aqua Twist,2200,5.0,Yes,480,854,4,1000,8.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,41.99,2,1,4,3
mPhone,8,3050,5.5,Yes,1080,1920,8,4000,64.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,5,5,5,5
mPhone,7 Plus,2600,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79,6,4,5,4
Intex,Cloud Breeze,2300,5.0,Yes,480,854,2,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99,1,2,4,3
Lyf,Wind 6,2250,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,2,1,4,3
Blu,Life Mark,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99,3,3,4,3
Zopo,Speed 8,3600,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.76,5,5,5,6
Xolo,Era X,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.71,3,3,4,4
Intex,Aqua Fish,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Sailfish,Yes,Yes,Yes,2,Yes,Yes,57.59,3,3,4,4
ZTE,Blade V7 Lite,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,46.08,3,3,4,4
Sony,Xperia X,2620,5.0,Yes,1080,1920,1,3000,32.0,23.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,239.88,1,2,4,4
Sony,Xperia XA,2300,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.93,6,4,4,3
HTC,Desire 825,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.68,3,3,5,4
HTC,Desire 630,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,123.59,3,3,4,3
HP,Elite x3,4150,5.96,Yes,1440,2560,4,4000,64.0,15.0,8.0,Windows,Yes,Yes,Yes,1,Yes,Yes,1064.63,3,3,6,7
Alcatel,Idol 4,2610,5.2,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,203.99,6,4,4,4
Intex,Aqua Ace Mini,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.19,3,3,4,5
Swipe,Konnect 5.1,3000,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,49.19,2,1,4,5
