name,brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,price_ranges,screen_size_range,battery_capacity_range,rear_camera_range
Sony Xperia L2,Sony,Xperia L2,3300,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,879.6,800-1000€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Sony Xperia XA2 Ultra,Sony,Xperia XA2 Ultra,3580,6.0,Yes,1080,1920,8,4000,32.0,23.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,889.97,800-1000€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Micromax Bharat 5 Plus,Micromax,Bharat 5 Plus,5000,5.2,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,No,No,53.64,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Gionee S10 Lite,Gionee,S10 Lite,3100,5.2,Yes,720,1280,4,4000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.48,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Ziox Duopix R1,Ziox,Duopix R1,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.39,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Celkon Star 4G+,Celkon,Star 4G+,1800,4.0,Yes,480,800,4,512,4.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Karbonn K9 Music 4G,Karbonn,K9 Music 4G,2200,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.28,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Itel A20,Itel,A20,1700,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,44.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Jivi Revolution TnT3,Jivi,Revolution TnT3,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,30.6,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga I9,Panasonic,Eluga I9,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Elyt E6,Intex,Elyt E6,4000,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,80.75,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Micromax Bharat 2 Plus,Micromax,Bharat 2 Plus,1600,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,28.08,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Micromax Canvas Infinity Pro,Micromax,Canvas Infinity Pro,3000,5.7,Yes,720,1440,8,4000,64.0,20.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Kult Ambition,Kult,Ambition,2600,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,47.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Bharat 5,Micromax,Bharat 5,5000,5.2,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.48,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Intex Elyt Dual,Intex,Elyt Dual,2400,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.54,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee F205,Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Panasonic P91,Panasonic,P91,2500,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,Yes,95.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Infinix Zero 5,Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64.0,12.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,155.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Intex Aqua Jewel 2,Intex,Aqua Jewel 2,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.64,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Lions T1,Intex,Aqua Lions T1,2700,5.2,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.94,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Karbonn K9 Smart Eco,Karbonn,K9 Smart Eco,2300,5.0,Yes,480,854,4,1000,8.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Karbonn K9 Smart Yuva,Karbonn,K9 Smart Yuva,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.6,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Karbonn A1 Indian,Karbonn,A1 Indian,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,29.4,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Billion Capture+,Billion,Capture+,3500,5.5,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.68,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Zen Admire Unity,Zen,Admire Unity,2300,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga I5,Panasonic,Eluga I5,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Itel S21,Itel,S21,2700,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.8,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic Eluga A4,Panasonic,Eluga A4,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.22,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Redmi Y1 Lite,Xiaomi,Redmi Y1 Lite,3080,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Huawei Holly 4 Plus,Huawei,Holly 4 Plus,4000,5.5,Yes,720,1290,4,3000,32.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.88,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Karbonn K9 Smart Selfie,Karbonn,K9 Smart Selfie,2300,5.0,Yes,480,854,4,1000,8.0,5.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.38,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Celkon Smart 4G,Celkon,Smart 4G,1500,4.0,Yes,480,800,4,1000,8.0,3.2,2.0,Android,Yes,Yes,No,2,Yes,Yes,38.39,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Sony Xperia R1 Plus,Sony,Xperia R1 Plus,2620,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Sony Xperia R1,Sony,Xperia R1,2620,5.2,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Karbonn Titanium Jumbo,Karbonn,Titanium Jumbo,4000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,89.88,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Micromax Bharat-2 Ultra,Micromax,Bharat-2 Ultra,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,27.59,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Nokia 2,Nokia,2,4100,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Lephone W15,Lephone,W15,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.64,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Xolo Era 3,Xolo,Era 3,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,71.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Xolo Era 2V,Xolo,Era 2V,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Xolo Era 3X,Xolo,Era 3X,3000,5.0,Yes,720,1280,4,3000,16.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Samsung Galaxy J2 (2017),Samsung,Galaxy J2 (2017),2000,4.7,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.0,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Swipe Elite Pro,Swipe,Elite Pro,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,No,Yes,2,Yes,Yes,52.79,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
BlackBerry Motion,BlackBerry,Motion,4000,5.5,Yes,1080,1920,8,4000,32.0,12.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,359.99,200-400€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Lava Z90,Lava,Z90,2750,5.2,Yes,720,1280,4,3000,32.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Lava Z80,Lava,Z80,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.7,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lava Z70,Lava,Z70,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,63.35,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Comio C2,Comio,C2,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,50.39,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
LG K7i,LG,K7i,2500,5.0,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,51.85,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Ziox Astra Curve 4G,Ziox,Astra Curve 4G,2200,5.0,Yes,480,854,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga I4,Panasonic,Eluga I4,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,68.39,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
10.or G,10.or,G,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Karbonn K9 Smart Grand,Karbonn,K9 Smart Grand,2300,5.2,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.88,<200€,5.0-6.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Lions 2,Intex,Aqua Lions 2,2400,5.0,Yes,240,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,46.68,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Itel S41,Itel,S41,2700,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.92,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua S1,Intex,Aqua S1,2300,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.59,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Cloud C1,Intex,Cloud C1,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.4,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Gionee X1s,Gionee,X1s,4000,5.2,Yes,720,1280,4,3000,16.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,68.39,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Micromax Bharat 4,Micromax,Bharat 4,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.76,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Micromax Bharat 3,Micromax,Bharat 3,2000,4.5,Yes,480,854,1,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.48,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Panasonic Eluga Ray 700,Panasonic,Eluga Ray 700,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Panasonic Eluga Ray 500,Panasonic,Eluga Ray 500,4000,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.69,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Yu Yureka 2,Yu,reka 2,3930,5.5,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Intex Aqua 5.5 VR+,Intex,Aqua 5.5 VR+,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
InFocus Snap 4,InFocus,Snap 4,3000,5.2,Yes,720,1280,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,74.34,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
10.or E,10.or,E,4000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Lenovo K8,Lenovo,K8,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.48,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Panasonic P9,Panasonic,P9,2210,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.25,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Oppo A71,Oppo,A71,3000,5.2,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
iVoomi Me 3s,iVoomi,Me 3s,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.4,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
iVoomi Me 3,iVoomi,Me 3,3000,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.48,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Alcatel A7,Alcatel,A7,4000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,No,Yes,107.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Cat S31,Cat,S31,4000,4.7,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,No,335.88,200-400€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
Cat S41,Cat,S41,5000,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,539.88,400-600€,4.0-5.0(inches),4500-6000(mah),0-24(mp)
Sony Xperia XA1 Plus,Sony,Xperia XA1 Plus,3430,5.5,Yes,1080,1920,8,3000,32.0,23.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.88,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Intex Aqua Note 5.5,Intex,Aqua Note 5.5,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.68,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Jivi Grand 3000,Jivi,Grand 3000,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,77.39,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Jivi Prime 390,Jivi,Prime 390,2400,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,62.39,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Jivi Prime 300,Jivi,Prime 300,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,43.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Jivi Energy E12,Jivi,Energy E12,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,29.99,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Jivi Energy E3,Jivi,Energy E3,1800,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,31.19,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Style III,Intex,Aqua Style III,2500,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,59.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Vivo Y69,Vivo,Y69,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.0,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
iVoomi Me 2,iVoomi,Me 2,2000,4.5,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,34.8,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Swipe Neo Power,Swipe,Neo Power,2500,4.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,29.99,<200€,3.0-4.0(inches),2300-3000(mah),0-24(mp)
Meizu M6 Note,Meizu,M6 Note,4000,5.5,Yes,1080,1920,8,3000,16.0,12.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,168.0,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Nuu Mobile Q500,Nuu Mobile,Q500,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Nuu Mobile Q626,Nuu Mobile,Q626,2000,5.0,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Alcatel U5 HD,Alcatel,U5 HD,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,77.99,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
M-tech TEZ4G,M-tech,TEZ4G,2400,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.4,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Gionee X1,Gionee,X1,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.74,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Comio C1,Comio,C1,2700,5.0,Yes,720,1280,4,1000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,59.94,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Comio S1,Comio,S1,2700,5.2,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,65.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Comio P1,Comio,P1,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,103.99,<200€,5.0-6.0(inches),4500-6000(mah),0-24(mp)
Micromax Evok Dual Note,Micromax,Evok Dual Note,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,53.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Asus ZenFone 4,Asus,ZenFone 4,3300,5.5,Yes,1080,1920,1,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Swipe Elite 4G,Swipe,Elite 4G,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Panasonic Eluga I2 Activ,Panasonic,Eluga I2 Activ,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Asus ZenFone 4 Selfie DC (ZD553KL),Asus,ZenFone 4 Selfie DC (ZD553KL),3000,5.5,Yes,720,1280,8,4000,64.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.98,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Itel PowerPro P41,Itel,PowerPro P41,5000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,46.56,<200€,4.0-5.0(inches),4500-6000(mah),0-24(mp)
Panasonic Eluga A3,Panasonic,Eluga A3,4000,5.2,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,71.22,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Gionee A1 Lite,Gionee,A1 Lite,4000,5.3,Yes,720,1280,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Karbonn A41 Power,Karbonn,A41 Power,2300,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,No,No,33.05,<200€,3.0-4.0(inches),1010-2300(mah),0-24(mp)
Swipe Konnect Power,Swipe,Konnect Power,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Kult Beyond,Kult,Beyond,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Coolpad Note 5 Lite C,Coolpad,Note 5 Lite C,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,55.32,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Karbonn Aura Note Play,Karbonn,Aura Note Play,3300,6.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.79,<200€,5.0-6.0(inches),3000-3500(mah),0-24(mp)
Infinix Hot 4 Pro,Infinix,Hot 4 Pro,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,89.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Infinix Note 4,Infinix,Note 4,4300,5.7,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,107.99,<200€,5.0-6.0(inches),3500-4500(mah),0-24(mp)
Micromax Selfie 2,Micromax,Selfie 2,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,58.74,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Meizu Pro 7,Meizu,Pro 7,3000,5.2,Yes,1080,1920,8,4000,64.0,12.0,16.0,Android,Yes,No,Yes,2,No,No,336.0,200-400€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Yu Yunique 2,Yu,nique 2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
Lyf C459,Lyf,C459,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,43.08,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Samsung Galaxy J7 Nxt,Samsung,Galaxy J7 Nxt,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,<200€,5.0-6.0(inches),2300-3000(mah),0-24(mp)
Intex Aqua Lions 3,Intex,Aqua Lions 3,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,65.28,<200€,4.0-5.0(inches),3500-4500(mah),0-24(mp)
iVoomi Me5,iVoomi,Me5,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.48,<200€,4.0-5.0(inches),2300-3000(mah),0-24(mp)
iVoomi Me4,iVoomi,Me4,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.4,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
Intex Aqua Zenith,Intex,Aqua Zenith,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.19,<200€,4.0-5.0(inches),1010-2300(mah),0-24(mp)
