brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price
Lyf,Wind 4,4000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.99
Lyf,Flame 2,1500,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19
Lava,A67,2000,5.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,40.79
Micromax,Canvas XP 4G,2000,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,No,No,No,2,Yes,Yes,55.14
Intex,Cloud Fame,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,47.39
Intex,Aqua Joy,1450,4.0,Yes,480,800,4,512,4.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.99
HTC,Desire 830,2800,5.5,Yes,1080,1920,8,3000,32.0,13.0,4.0,Android,Yes,Yes,No,1,Yes,Yes,95.99
Micromax,Canvas Mega 2,3000,6.0,Yes,540,960,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.36
iBall,Andi 5N Dude,2000,5.0,Yes,480,854,4,512,4.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99
Honor,5C,3000,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,119.99
Panasonic,Eluga I3,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,66.59
Swipe,Elite Note,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,90.00
Asus,ZenFone Go 4.5 (ZB452KG),2070,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,47.99
Intex,Aqua 4.5 Pro,1500,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,57.00
ZTE,Blade A910,2540,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
ZTE,Blade V7 Max,3000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.00
LeEco,Le 2 Pro,3000,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,70.68
Nubia,Z11 mini,2800,5.0,Yes,1080,1920,8,3000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99
Gionee,Pioneer P5W,2000,5.0,Yes,720,1280,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,57.60
Yu,reka Note,4000,6.0,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99
Videocon,Krypton V50DA,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,48.07
HTC,10 Lifestyle,3000,5.2,Yes,1440,2560,8,3000,32.0,12.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,117.01
Meizu,m3 note,4100,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,63.48
Reach,Opulent,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,32.28
Asus,Zenfone Go 5.0 LTE,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88
Gionee,Pioneer P5 mini,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Samsung,Galaxy A9 Pro,5000,6.0,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,239.76
Intex,Cloud Gem+,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,26.39
Samsung,Galaxy J7 (2016),3300,5.5,Yes,720,1080,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,161.40
Samsung,Galaxy J5 (2016),3100,5.2,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99
Vivo,Y31L,2200,4.7,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,103.19
Reach,Cogent,2000,4.0,Yes,480,800,4,1000,8.0,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,26.40
Lava,V2s,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.00
Videocon,Krypton V50FG,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.20
Lava,A52,1200,4.0,Yes,480,800,2,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99
Intex,Cloud Force,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,40.00
Intex,Aqua 4G Strong,1700,4.0,Yes,480,800,4,768,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,78.00
Lava,Flair S1,1750,4.5,Yes,480,854,2,512,8.0,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99
InFocus,Bingo 20 (M425),2300,4.5,Yes,850,480,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.88
Panasonic,T50,1600,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,81.12
Intex,Aqua Twist,2200,5.0,Yes,480,854,4,1000,8.0,5.0,0.0,Android,Yes,Yes,Yes,2,Yes,No,41.99
mPhone,8,3050,5.5,Yes,1080,1920,8,4000,64.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99
mPhone,7 Plus,2600,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,88.79
Intex,Cloud Breeze,2300,5.0,Yes,480,854,2,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
Lyf,Wind 6,2250,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99
Blu,Life Mark,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
Zopo,Speed 8,3600,5.5,Yes,1080,1920,10,4000,32.0,21.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.76
Xolo,Era X,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,54.71
Intex,Aqua Fish,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Sailfish,Yes,Yes,Yes,2,Yes,Yes,57.59
ZTE,Blade V7 Lite,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,46.08
Sony,Xperia X,2620,5.0,Yes,1080,1920,1,3000,32.0,23.0,13.0,Android,Yes,Yes,Yes,1,Yes,Yes,239.88
Sony,Xperia XA,2300,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.93
HTC,Desire 825,2700,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,94.68
HTC,Desire 630,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,123.59
HP,Elite x3,4150,5.96,Yes,1440,2560,4,4000,64.0,15.0,8.0,Windows,Yes,Yes,Yes,1,Yes,Yes,1064.63
Alcatel,Idol 4,2610,5.2,Yes,1080,1920,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,203.99
Intex,Aqua Ace Mini,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.19
Swipe,Konnect 5.1,3000,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,49.19
LG,Stylus 2,3000,5.7,Yes,720,1280,4,1000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,95.99
Intex,Cloud Crystal 2.5D,2200,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.60
Intex,Aqua Freedom,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,37.19
Microsoft,Lumia 650,2000,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,119.88
LG,X cam,2520,5.2,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,96.00
Intex,Aqua Craze,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99
Intex,Aqua Lite,1400,4.0,Yes,480,800,4,512,4.0,2.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,33.59
Lava,X11,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.76
Lava,A88,2000,5.0,Yes,720,1280,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.39
Lenovo,Vibe P1 Turbo,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,92.15
Lava,A71,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88
Intex,Aqua Wing,1500,4.0,Yes,480,800,1,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,35.88
Intex,Aqua Raze,1800,4.5,Yes,480,854,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99
Panasonic,P66 Mega,3200,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,No,Yes,2,Yes,No,63.59
Lyf,Flame 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99
Lava,X3,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,47.99
Zopo,Hero 1,2500,5.0,Yes,720,1280,4,2000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.00
iBall,Cobalt 5.5F Youva,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,91.19
Micromax,Canvas Juice 4,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,47.94
Vivo,Y51L,2350,5.0,Yes,540,960,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,109.19
Lava,V5,3000,5.5,Yes,720,1280,4,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,99.00
Lyf,Water 2,2400,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,93.00
Lyf,Water 1,2600,5.0,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.60
Lenovo,K5 Note,3500,5.5,Yes,1080,1920,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.88
Panasonic,Eluga Turbo,2350,5.0,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.86
Swipe,Virtue,2500,5.0,No,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,43.19
Lava,P7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,No,41.39
Intex,Aqua Air II,2300,5.0,Yes,480,854,2,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,56.28
Lava,Iris Atom,1550,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,62.39
Intex,Cloud 4G Smart,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.32
Intex,Cloud 3G Gem,1400,4.0,Yes,480,800,1,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,28.79
Intex,Cloud 3G Candy,1400,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,23.99
Lenovo,A7000 Turbo,2900,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,168.00
Karbonn,K9 Smart,2300,5.0,Yes,480,854,4,512,8.0,3.2,1.3,Android,Yes,Yes,Yes,2,Yes,No,56.28
Alcatel,Pixi 4 (6),2580,6.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.98
LG,K7,2125,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,11.93
LG,K10,2300,5.3,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,No,47.93
Intex,Cloud Champ,1700,4.5,Yes,480,854,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,45.60
Lava,Iris Atom 3,2000,5.0,Yes,480,854,4,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,34.79
Intex,Aqua Q7 Pro,2000,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,51.48
Karbonn,Titanium Moghul,2000,5.0,Yes,540,960,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,104.40
Xolo,One HD,2300,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,95.99
Zen,Cinemax 2,2900,5.5,Yes,540,960,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.87
Videocon,Z55 Krypton,2200,5.0,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.40
Intex,Aqua Star 4G,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,56.39
Intex,Cloud Cube,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39
Kult,10,2350,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99
Micromax,Canvas Pulse 4G,2100,5.0,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.80
Asus,ZenPad C 7.0 (Z170MG),3450,7.0,No,1024,600,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,74.39
Xiaomi,Redmi Note Prime,3100,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99
iBall,Andi 5.5H Weber,2200,5.5,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.99
Micromax,Canvas Mega 4G,2500,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.48
Micromax,Canvas Fire 4G+,2000,4.7,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88
Gionee,P5W,2000,5.0,Yes,720,1280,8,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,83.99
ZTE,Blade A1,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,No,2,Yes,No,34.80
Panasonic,Eluga Mark,2500,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88
Samsung,Galaxy A7 (2016),3300,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99
Videocon,Z55 Delite,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,No,2,Yes,No,76.68
Videocon,Infinium Z45 Amaze,1600,4.5,Yes,480,854,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,35.99
Micromax,Canvas Pace 4G,2500,5.0,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99
Lava,X10,2900,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,144.00
Intex,Cloud Zest,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Lava,Iris Atom 2X,2000,4.5,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,35.99
Samsung,Galaxy J3 (6),2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,59.99
Intex,Aqua Air,2300,5.0,Yes,480,854,2,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,49.08
Micromax,Canvas Xpress 4G,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,48.60
Micromax,Canvas Blaze 4G+,1750,4.5,Yes,480,854,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.59
Intex,Aqua Super,2150,5.0,Yes,720,1280,4,3000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.19
Intex,Aqua Wave,1400,4.0,Yes,480,800,1,256,0.512,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39
Intex,Aqua Q7,2000,4.5,Yes,480,854,4,512,8.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,26.39
iBall,Andi Sprinter 4G,2100,5.0,Yes,480,854,4,1000,8.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,56.39
Gionee,S Plus,3150,5.5,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.88
InFocus,M535,2600,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.88
HTC,Desire 828 Dual SIM,2800,5.5,Yes,1080,1920,8,2000,16.0,13.0,4.0,Android,Yes,Yes,Yes,2,Yes,Yes,95.99
HTC,Desire 728G Dual SIM,2800,5.5,Yes,720,1280,8,1000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,139.03
Intex,Aqua Young,2500,5.0,Yes,480,854,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,58.80
Intex,Aqua Play,1400,4.0,Yes,480,800,2,512,8.0,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,51.59
Xolo,Black 1X,2400,5.0,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99
InFocus,M260,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,29.88
Karbonn,Alfa A91 Power,2000,4.0,Yes,480,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,31.19
Oppo,Neo 7,2420,5.0,Yes,540,960,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,98.40
Samsung,Galaxy On7,3000,5.5,Yes,720,1280,4,1000,8.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.72
Micromax,Bolt Q332,2000,5.0,Yes,480,854,4,512,2.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,28.79
Samsung,Galaxy On5,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,55.86
Lenovo,A1000,2000,4.0,Yes,480,800,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,42.59
Lenovo,A6000 Shot,2300,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.88
Lava,Iris Fuel F1,4000,5.0,Yes,480,854,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,104.40
Intex,Aqua Life III,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,63.60
Intex,Cloud Swift,2500,5.0,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,111.60
Zopo,Speed 7 Plus,3000,5.5,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,77.99
Micromax,Bolt S302,1450,4.0,Yes,480,800,4,512,4.0,2.0,1.3,Android,Yes,Yes,Yes,2,Yes,No,26.88
Micromax,Bolt Q331,2000,5.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
Samsung,Z3,2600,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,No,59.88
Panasonic,P65 Flash,2910,5.5,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,101.99
Panasonic,P50 Idol,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.79
ZTE,Axon Mini,2800,5.2,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,70.80
iBall,Andi 4.5C Magnifico,1700,4.5,Yes,480,854,2,512,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,46.08
Microsoft,Lumia 550,2100,4.7,Yes,720,1280,4,1000,8.0,5.0,2.0,Windows,Yes,Yes,Yes,1,Yes,Yes,64.78
Microsoft,Lumia 950,3000,5.2,Yes,1440,2560,6,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,496.68
Microsoft,Lumia 950 XL,3340,5.7,Yes,1440,2560,8,3000,32.0,20.0,5.0,Windows,Yes,Yes,Yes,1,Yes,Yes,299.99
Micromax,Bolt Q339,1650,4.5,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,35.99
LG,V10,3000,5.7,Yes,1440,2560,6,4000,64.0,16.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,179.99
Videocon,Infinium Z51 Punch,3000,5.0,Yes,480,854,4,1000,1.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,64.79
Videocon,Infinium Z51Q Star,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,33.59
Vivo,Y15S,1900,4.5,Yes,854,480,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,59.99
Samsung,Galaxy J1 Ace,1800,4.3,Yes,480,800,2,512,4.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.60
Vivo,Y27L,2260,4.7,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.01
Micromax,Canvas Play 4G,2820,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99
Lava,Iris Fuel F1 Mini,2000,4.0,Yes,480,800,1,512,8.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,29.99
Micromax,Canvas Blaze 4G,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,38.39
Gionee,Pioneer P3S,2000,4.5,Yes,480,485,4,1000,16.0,5.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,39.59
Micromax,Bolt Q338,2000,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,59.64
Intex,Aqua Power II,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,71.88
Micromax,Canvas Juice 3+,4000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,71.88
Intex,Aqua Glam,1850,4.7,Yes,720,1280,4,1000,8.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,No,51.54
iBall,Cobalt Solus 4G,2000,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
Micromax,Canvas Juice 3,4000,5.0,Yes,720,1280,4,2000,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,51.48
HTC,Desire 728 Dual SIM,2800,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,71.99
Lenovo,Vibe P1m,3900,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99
Sony,Xperia Z5 Premium Dual,3430,5.5,Yes,2160,3840,8,3000,32.0,23.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,690.00
Acer,Liquid Z530,2420,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,69.00
Micromax,Canvas Fire 4G,1850,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99
Intex,Cloud V,2000,5.0,Yes,480,854,4,512,8.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,44.39
iBall,Andi 4.5 O'Buddy,1800,4.5,Yes,480,854,4,1000,1.0,8.0,3.2,Android,Yes,Yes,Yes,2,Yes,No,59.94
Videocon,Z55 Dash,2200,5.0,Yes,720,1280,8,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,No,65.99
Intex,Aqua Turbo 4G,3000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.79
Zopo,Speed 7,2500,5.0,Yes,1080,1920,8,3000,16.0,13.2,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.88
Panasonic,Eluga Switch,2910,5.5,Yes,1080,1920,8,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,179.88
Intex,Aqua 3G Neo,1500,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,No,28.79
Lenovo,A2010,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,72.00
Lava,Flair P1i,1400,4.0,Yes,400,800,1,256,0.512,2.0,0.3,Android,Yes,Yes,No,2,Yes,No,26.66
