brand,model,battery_capacity_(mah),screen_size_(inches),touchscreen,resolution_x,resolution_y,processor,ram_(mb),internal_storage_(gb),rear_camera,front_camera,operating_system,wi-fi,bluetooth,gps,number_of_sims,3g,4g/_lte,price,performance_c,cam_c,size_c,battery_t,url
Ziox,Astra Curve 4G,2200,5.0,Yes,480,854,4,2000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.59,1,1,1,2,https://www.amazon.com/s?k=Ziox+Astra+Curve+4G
Panasonic,Eluga I4,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,68.39,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+I4
10.or,G,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,83.99,2,2,2,3,https://www.amazon.com/s?k=10.or+G
Karbonn,K9 Smart Grand,2300,5.2,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.88,1,1,1,2,https://www.amazon.com/s?k=Karbonn+K9+Smart+Grand
Intex,Aqua Lions 2,2400,5.0,Yes,240,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,46.68,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Lions+2
Itel,S41,2700,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,64.92,1,1,1,2,https://www.amazon.com/s?k=Itel+S41
Intex,Aqua S1,2300,5.0,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.59,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+S1
Intex,Cloud C1,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.4,1,1,1,1,https://www.amazon.com/s?k=Intex+Cloud+C1
Gionee,X1s,4000,5.2,Yes,720,1280,4,3000,16.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,68.39,1,1,1,3,https://www.amazon.com/s?k=Gionee+X1s
Micromax,Bharat 4,2500,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.76,1,1,1,2,https://www.amazon.com/s?k=Micromax+Bharat+4
Micromax,Bharat 3,2000,4.5,Yes,480,854,1,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.48,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bharat+3
Panasonic,Eluga Ray 700,5000,5.5,Yes,1080,1920,8,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.99,2,2,2,4,https://www.amazon.com/s?k=Panasonic+Eluga+Ray+700
Panasonic,Eluga Ray 500,4000,5.0,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.69,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+Ray+500
Yu,reka 2,3930,5.5,Yes,1080,1920,8,4000,64.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,167.99,3,2,2,3,https://www.amazon.com/s?k=Yu+reka+2
Intex,Aqua 5.5 VR+,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,57.59,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+5.5+VR+
InFocus,Snap 4,3000,5.2,Yes,720,1280,8,4000,64.0,13.0,8.0,Android,Yes,Yes,Yes,1,Yes,Yes,74.34,3,2,2,2,https://www.amazon.com/s?k=InFocus+Snap+4
10.or,E,4000,5.5,Yes,1080,1920,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,2,2,2,3,https://www.amazon.com/s?k=10.or+E
Lenovo,K8,4000,5.2,Yes,720,1280,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,84.48,2,2,2,3,https://www.amazon.com/s?k=Lenovo+K8
Panasonic,P9,2210,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.25,1,1,1,2,https://www.amazon.com/s?k=Panasonic+P9
Oppo,A71,3000,5.2,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.88,2,2,2,2,https://www.amazon.com/s?k=Oppo+A71
iVoomi,Me 3s,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.4,1,1,1,2,https://www.amazon.com/s?k=iVoomi+Me+3s
iVoomi,Me 3,3000,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,45.48,1,1,1,2,https://www.amazon.com/s?k=iVoomi+Me+3
Alcatel,A7,4000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,No,Yes,107.99,2,2,2,3,https://www.amazon.com/s?k=Alcatel+A7
Cat,S31,4000,4.7,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,No,335.88,1,1,1,3,https://www.amazon.com/s?k=Cat+S31
Cat,S41,5000,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,539.88,2,2,2,4,https://www.amazon.com/s?k=Cat+S41
Sony,Xperia XA1 Plus,3430,5.5,Yes,1080,1920,8,3000,32.0,23.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,191.88,2,2,2,3,https://www.amazon.com/s?k=Sony+Xperia+XA1+Plus
Intex,Aqua Note 5.5,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,52.68,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Note+5.5
Jivi,Grand 3000,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,77.39,1,1,1,2,https://www.amazon.com/s?k=Jivi+Grand+3000
Jivi,Prime 390,2400,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,62.39,1,1,1,2,https://www.amazon.com/s?k=Jivi+Prime+390
Jivi,Prime 300,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,43.19,1,1,1,2,https://www.amazon.com/s?k=Jivi+Prime+300
Jivi,Energy E12,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,29.99,1,1,1,2,https://www.amazon.com/s?k=Jivi+Energy+E12
Jivi,Energy E3,1800,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,31.19,1,1,1,1,https://www.amazon.com/s?k=Jivi+Energy+E3
Intex,Aqua Style III,2500,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,59.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Style+III
Vivo,Y69,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,114.0,2,2,2,2,https://www.amazon.com/s?k=Vivo+Y69
iVoomi,Me 2,2000,4.5,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,34.8,1,1,1,1,https://www.amazon.com/s?k=iVoomi+Me+2
Swipe,Neo Power,2500,4.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,29.99,1,1,1,2,https://www.amazon.com/s?k=Swipe+Neo+Power
Meizu,M6 Note,4000,5.5,Yes,1080,1920,8,3000,16.0,12.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,168.0,2,2,2,3,https://www.amazon.com/s?k=Meizu+M6+Note
Nuu Mobile,Q500,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,89.99,1,1,1,1,https://www.amazon.com/s?k=Nuu+Mobile+Q500
Nuu Mobile,Q626,2000,5.0,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,1,1,1,1,https://www.amazon.com/s?k=Nuu+Mobile+Q626
Alcatel,U5 HD,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,77.99,1,1,1,2,https://www.amazon.com/s?k=Alcatel+U5+HD
M-tech,TEZ4G,2400,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.4,1,1,1,2,https://www.amazon.com/s?k=M-tech+TEZ4G
Gionee,X1,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.74,1,1,1,2,https://www.amazon.com/s?k=Gionee+X1
Comio,C1,2700,5.0,Yes,720,1280,4,1000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,59.94,1,1,1,2,https://www.amazon.com/s?k=Comio+C1
Comio,S1,2700,5.2,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,65.99,1,1,1,2,https://www.amazon.com/s?k=Comio+S1
Comio,P1,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,103.99,1,1,1,4,https://www.amazon.com/s?k=Comio+P1
Micromax,Evok Dual Note,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,53.99,2,2,2,2,https://www.amazon.com/s?k=Micromax+Evok+Dual+Note
Asus,ZenFone 4,3300,5.5,Yes,1080,1920,1,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,77.99,1,1,1,3,https://www.amazon.com/s?k=Asus+ZenFone+4
Swipe,Elite 4G,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Swipe+Elite+4G
Panasonic,Eluga I2 Activ,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,1,1,1,2,https://www.amazon.com/s?k=Panasonic+Eluga+I2+Activ
Asus,ZenFone 4 Selfie DC (ZD553KL),3000,5.5,Yes,720,1280,8,4000,64.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,83.98,3,2,2,2,https://www.amazon.com/s?k=Asus+ZenFone+4+Selfie+DC+(ZD553KL)
Itel,PowerPro P41,5000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,46.56,1,1,1,4,https://www.amazon.com/s?k=Itel+PowerPro+P41
Panasonic,Eluga A3,4000,5.2,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,71.22,2,2,2,3,https://www.amazon.com/s?k=Panasonic+Eluga+A3
Gionee,A1 Lite,4000,5.3,Yes,720,1280,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.99,2,2,2,3,https://www.amazon.com/s?k=Gionee+A1+Lite
Karbonn,A41 Power,2300,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,No,No,33.05,1,1,1,2,https://www.amazon.com/s?k=Karbonn+A41+Power
Swipe,Konnect Power,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,43.19,1,1,1,2,https://www.amazon.com/s?k=Swipe+Konnect+Power
Kult,Beyond,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,1,1,1,2,https://www.amazon.com/s?k=Kult+Beyond
Coolpad,Note 5 Lite C,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,55.32,1,1,1,2,https://www.amazon.com/s?k=Coolpad+Note+5+Lite+C
Karbonn,Aura Note Play,3300,6.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,70.79,1,1,1,3,https://www.amazon.com/s?k=Karbonn+Aura+Note+Play
Infinix,Hot 4 Pro,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,89.99,1,1,1,3,https://www.amazon.com/s?k=Infinix+Hot+4+Pro
Infinix,Note 4,4300,5.7,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,107.99,1,1,1,4,https://www.amazon.com/s?k=Infinix+Note+4
Micromax,Selfie 2,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,58.74,1,1,1,2,https://www.amazon.com/s?k=Micromax+Selfie+2
Meizu,Pro 7,3000,5.2,Yes,1080,1920,8,4000,64.0,12.0,16.0,Android,Yes,No,Yes,2,No,No,336.0,3,2,2,2,https://www.amazon.com/s?k=Meizu+Pro+7
Yu,nique 2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,53.99,1,1,1,2,https://www.amazon.com/s?k=Yu+nique+2
Lyf,C459,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,43.08,1,1,1,1,https://www.amazon.com/s?k=Lyf+C459
Samsung,Galaxy J7 Nxt,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,131.88,2,2,2,2,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Nxt
Intex,Aqua Lions 3,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,65.28,1,1,1,3,https://www.amazon.com/s?k=Intex+Aqua+Lions+3
iVoomi,Me5,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,39.48,1,1,1,2,https://www.amazon.com/s?k=iVoomi+Me5
iVoomi,Me4,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,41.4,1,1,1,1,https://www.amazon.com/s?k=iVoomi+Me4
Intex,Aqua Zenith,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,49.19,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+Zenith
Micromax,Canvas 1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.28,1,1,1,2,https://www.amazon.com/s?k=Micromax+Canvas+1
Intex,Aqua Selfie,3000,5.5,Yes,720,1280,1,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,58.55,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Selfie
Asus,ZenFone 4 Selfie,3000,5.5,Yes,1080,1920,4,4000,32.0,16.0,12.0,Android,Yes,Yes,Yes,1,Yes,Yes,77.39,1,1,1,2,https://www.amazon.com/s?k=Asus+ZenFone+4+Selfie
Xolo,Era 1X Pro,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,82.66,1,1,1,2,https://www.amazon.com/s?k=Xolo+Era+1X+Pro
LG,Q6+,3000,5.5,Yes,1080,2160,8,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,119.99,3,2,2,2,https://www.amazon.com/s?k=LG+Q6+
Intex,Aqua S3,2450,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.76,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+S3
Nubia,M2 Play,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,107.99,2,2,2,2,https://www.amazon.com/s?k=Nubia+M2+Play
Samsung,Galaxy J7 Max,3300,5.7,Yes,1080,1920,8,4000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,132.55,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Max
Samsung,Galaxy J7 Pro,3600,5.5,Yes,1080,1920,8,3000,64.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,Yes,202.8,3,2,2,3,https://www.amazon.com/s?k=Samsung+Galaxy+J7+Pro
Lyf,Water 7S,2800,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,59.88,2,2,2,2,https://www.amazon.com/s?k=Lyf+Water+7S
Panasonic,Eluga I3 Mega,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,69.97,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+I3+Mega
Ziox,Astra VIVA 4G,2500,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Ziox+Astra+VIVA+4G
Lava,A77,2000,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.8,1,1,1,1,https://www.amazon.com/s?k=Lava+A77
Karbonn,Aura Power 4G Plus,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.79,1,1,1,3,https://www.amazon.com/s?k=Karbonn+Aura+Power+4G+Plus
Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,46.32,1,1,1,1,https://www.amazon.com/s?k=Itel+Wish+A21
Itel,Wish A41+,2400,5.0,Yes,480,854,4,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,78.07,1,1,1,2,https://www.amazon.com/s?k=Itel+Wish+A41+
Motorola,Moto C Plus,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,74.28,1,1,1,3,https://www.amazon.com/s?k=Motorola+Moto+C+Plus
Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,Yes,57.48,1,1,1,1,https://www.amazon.com/s?k=Samsung+Z4
Panasonic,P85,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,77.99,1,1,1,3,https://www.amazon.com/s?k=Panasonic+P85
Panasonic,Eluga Ray,4000,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,95.99,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+Ray
Karbonn,Aura 4G,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,75.91,1,1,1,2,https://www.amazon.com/s?k=Karbonn+Aura+4G
Intex,Aqua Crystal Plus,2100,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,89.88,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Crystal+Plus
Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.32,1,1,1,2,https://www.amazon.com/s?k=Asus+ZenFone+Go+5.5+(ZB552KL)
Ziox,Astra Colors 4G,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,52.79,1,1,1,3,https://www.amazon.com/s?k=Ziox+Astra+Colors+4G
Zen,Admire Joy,2000,5.0,No,480,854,4,768,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,1,https://www.amazon.com/s?k=Zen+Admire+Joy
Intex,Aqua A4,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,55.5,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+A4
Zopo,Color M5,2100,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,40.67,1,1,1,2,https://www.amazon.com/s?k=Zopo+Color+M5
Videocon,Krypton 22,2450,5.0,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,35.99,1,1,1,2,https://www.amazon.com/s?k=Videocon+Krypton+22
Zen,Admire Metal,2500,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,1,1,1,2,https://www.amazon.com/s?k=Zen+Admire+Metal
Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.99,1,1,1,4,https://www.amazon.com/s?k=Motorola+Moto+E4+Plus
Ziox,Astra Force 4G,3000,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,41.99,1,1,1,2,https://www.amazon.com/s?k=Ziox+Astra+Force+4G
Zopo,Color M4,1450,4.0,No,480,800,4,1000,16.0,0.0,0.0,Android,Yes,Yes,Yes,2,No,No,58.66,1,1,1,1,https://www.amazon.com/s?k=Zopo+Color+M4
Honor,Bee 2,2100,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,65.99,1,1,1,2,https://www.amazon.com/s?k=Honor+Bee+2
Tecno,i5 Pro,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,81.47,1,1,1,3,https://www.amazon.com/s?k=Tecno+i5+Pro
Tecno,i3 Pro,3050,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,119.92,1,1,1,3,https://www.amazon.com/s?k=Tecno+i3+Pro
Tecno,i5,4000,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,79.55,1,1,1,3,https://www.amazon.com/s?k=Tecno+i5
Tecno,i3,3050,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.7,1,1,1,3,https://www.amazon.com/s?k=Tecno+i3
Videocon,Delite 11+,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,67.19,1,1,1,2,https://www.amazon.com/s?k=Videocon+Delite+11+
Motorola,Moto C,2350,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,65.99,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+C
Motorola,Moto E4,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,101.99,1,1,1,2,https://www.amazon.com/s?k=Motorola+Moto+E4
Micromax,Evok Note,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,59.52,2,2,2,3,https://www.amazon.com/s?k=Micromax+Evok+Note
Zopo,Color X 5.5,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,47.76,1,1,1,2,https://www.amazon.com/s?k=Zopo+Color+X+5.5
Lephone,W7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,49.26,1,1,1,1,https://www.amazon.com/s?k=Lephone+W7
Ziox,QUIQ Flash 4G,2450,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,44.39,1,1,1,2,https://www.amazon.com/s?k=Ziox+QUIQ+Flash+4G
Intex,ELYT-e1,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,73.2,1,1,1,2,https://www.amazon.com/s?k=Intex+ELYT-e1
Sansui,Horizon 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,46.8,1,1,1,1,https://www.amazon.com/s?k=Sansui+Horizon+1
Micromax,Bharat 2,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,No,Yes,28.31,1,1,1,1,https://www.amazon.com/s?k=Micromax+Bharat+2
Swipe,Konnect Neo 4G,2000,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,23.99,1,1,1,1,https://www.amazon.com/s?k=Swipe+Konnect+Neo+4G
Itel,Wish A41,2400,5.0,No,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,58.56,1,1,1,2,https://www.amazon.com/s?k=Itel+Wish+A41
Panasonic,Eluga Ray X,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,71.16,1,1,1,3,https://www.amazon.com/s?k=Panasonic+Eluga+Ray+X
Panasonic,Eluga Ray Max,3000,5.2,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,137.99,3,2,2,2,https://www.amazon.com/s?k=Panasonic+Eluga+Ray+Max
Intex,Aqua 4G Mini,1450,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,No,2,No,Yes,47.22,1,1,1,1,https://www.amazon.com/s?k=Intex+Aqua+4G+Mini
Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,59.99,1,1,1,1,https://www.amazon.com/s?k=Micromax+Spark+Vdeo
Zen,Admire Swadesh,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,57.48,1,1,1,1,https://www.amazon.com/s?k=Zen+Admire+Swadesh
Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,108.59,3,2,2,4,https://www.amazon.com/s?k=Nubia+N2
Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,85.92,3,2,2,2,https://www.amazon.com/s?k=Nubia+M2+Lite
Karbonn,Aura Sleek 4G,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,68.02,1,1,1,1,https://www.amazon.com/s?k=Karbonn+Aura+Sleek+4G
Intex,Aqua Trend Lite,2600,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,47.99,1,1,1,2,https://www.amazon.com/s?k=Intex+Aqua+Trend+Lite
Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,77.4,1,1,1,1,https://www.amazon.com/s?k=Lenovo+Vibe+B
